Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AL,Int,Wis,Cha,Ego,Communication,Senses,Powers,MagicItems,FullText,Destruction,MinorArtifactFlag,MajorArtifactFlag,Abjuration,Conjuration,Divination,Enchantment,Evocation,Necromancy,Transmutation,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,LinkText,id,Mythic,LegendaryWeapon,Illusion,Universal,Scaling,IsIntelligentItem
Tome of Understanding +2,strong evocation (if miracle is used),17,none,"55,000 gp",5 lbs.,"This thick book contains tips for improving instinct and perception, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Wisdom score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","52,500 gp",Wondrous Item,PFRPG Core,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Tome of Understanding +2</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong evocation (if miracle is used); <b>CL </b>17th</h5><h5><b>Slot </b>-; <b>Price </b>55,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This thick book contains tips for improving instinct and perception, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Wisdom score. Once the book is read, the magic disappears from the pages and it becomes a normal book.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>miracle or wish</i>; <b>Cost </b>52,500 gp</h5></div>",,0,0,0,0,0,0,1,0,0,strong,5,55000,52500,,,Tome of Understanding +2,482,0,0,0,0,,0
Tome of Understanding +3,strong evocation (if miracle is used),17,none,"82,500 gp",5 lbs.,"This thick book contains tips for improving instinct and perception, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Wisdom score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","78,750 gp",Wondrous Item,PFRPG Core,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Tome of Understanding +3</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong evocation (if miracle is used); <b>CL </b>17th</h5><h5><b>Slot </b>-; <b>Price </b>82,500 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This thick book contains tips for improving instinct and perception, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Wisdom score. Once the book is read, the magic disappears from the pages and it becomes a normal book.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>miracle or wish</i>; <b>Cost </b>78,750 gp</h5></div>",,0,0,0,0,0,0,1,0,0,strong,5,82500,78750,,,Tome of Understanding +3,483,0,0,0,0,,0
Tome of Understanding +4,strong evocation (if miracle is used),17,none,"110,000 gp",5 lbs.,"This thick book contains tips for improving instinct and perception, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Wisdom score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","105,000 gp",Wondrous Item,PFRPG Core,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Tome of Understanding +4</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong evocation (if miracle is used); <b>CL </b>17th</h5><h5><b>Slot </b>-; <b>Price </b>110,000 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This thick book contains tips for improving instinct and perception, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Wisdom score. Once the book is read, the magic disappears from the pages and it becomes a normal book.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>miracle or wish</i>; <b>Cost </b>105,000 gp</h5></div>",,0,0,0,0,0,0,1,0,0,strong,5,110000,105000,,,Tome of Understanding +4,484,0,0,0,0,,0
Tome of Understanding +5,strong evocation (if miracle is used),17,none,"137,500 gp",5 lbs.,"This thick book contains tips for improving instinct and perception, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Wisdom score. Once the book is read, the magic disappears from the pages and it becomes a normal book.","Craft Wondrous Item, miracle or wish","131,250 gp",Wondrous Item,PFRPG Core,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Tome of Understanding +5</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong evocation (if miracle is used); <b>CL </b>17th</h5><h5><b>Slot </b>-; <b>Price </b>137,500 gp; <b>Weight </b>5 lbs.</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This thick book contains tips for improving instinct and perception, but entwined within the words is a powerful magical effect. If anyone reads this book, which takes a total of 48 hours over a minimum of 6 days, she gains an inherent bonus from +1 to +5 (depending on the type of tome) to her Wisdom score. Once the book is read, the magic disappears from the pages and it becomes a normal book.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>miracle or wish</i>; <b>Cost </b>131,250 gp</h5></div>",,0,0,0,0,0,0,1,0,0,strong,5,137500,131250,,,Tome of Understanding +5,485,0,0,0,0,,0
Ring of Energy Resistance major,moderate abjuration,7,ring,"28,000 gp",-,"This ring continually protects the wearer from damage from one type of energy-acid, cold, electricity, fire, or sonic (chosen by the creator of the item; determine randomly if found as part of a treasure hoard). Each time the wearer would normally take such damage, subtract the ring's resistance value from the damage dealt. A major ring of energy resistance grants 20 points of resistance.","Forge Ring, resist energy","14,000 gp",Ring,PFRPG Core,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Ring of Energy Resistance major</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration; <b>CL </b>7th</h5><h5><b>Slot </b>ring; <b>Price </b>28,000 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This ring continually protects the wearer from damage from one type of energy-acid, cold, electricity, fire, or sonic (chosen by the creator of the item; determine randomly if found as part of a treasure hoard). Each time the wearer would normally take such damage, subtract the ring's resistance value from the damage dealt. A <i>major ring of energy resistance</i> grants 20 points of resistance.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Forge Ring, <i>resist energy</i>; <b>Cost </b>14,000 gp</h5></div>",,0,0,1,0,0,0,0,0,0,moderate,0,28000,14000,,,Ring of Energy Resistance major,492,0,0,0,0,,0
Ring of Energy Resistance minor,moderate abjuration,3,ring,"12,000 gp",-,"This ring continually protects the wearer from damage from one type of energy-acid, cold, electricity, fire, or sonic (chosen by the creator of the item; determine randomly if found as part of a treasure hoard). Each time the wearer would normally take such damage, subtract the ring's resistance value from the damage dealt. A minor ring of energy resistance grants 10 points of resistance.","Forge Ring, resist energy","6,000 gp",Ring,PFRPG Core,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Ring of Energy Resistance minor</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration; <b>CL </b>3rd</h5><h5><b>Slot </b>ring; <b>Price </b>12,000 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This ring continually protects the wearer from damage from one type of energy-acid, cold, electricity, fire, or sonic (chosen by the creator of the item; determine randomly if found as part of a treasure hoard). Each time the wearer would normally take such damage, subtract the ring's resistance value from the damage dealt. A <i>minor ring of energy resistance</i> grants 10 points of resistance.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Forge Ring, <i>resist energy</i>; <b>Cost </b>6,000 gp</h5></div>",,0,0,1,0,0,0,0,0,0,moderate,0,12000,6000,,,Ring of Energy Resistance minor,493,0,0,0,0,,0
Ring of Energy Resistance greater,moderate abjuration,11,ring,"44,000 gp",-,"This ring continually protects the wearer from damage from one type of energy-acid, cold, electricity, fire, or sonic (chosen by the creator of the item; determine randomly if found as part of a treasure hoard). Each time the wearer would normally take such damage, subtract the ring's resistance value from the damage dealt. A greater ring of energy resistance grants 30 points of resistance.","Forge Ring, resist energy","22,000 gp",Ring,PFRPG Core,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Ring of Energy Resistance greater</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration; <b>CL </b>11th</h5><h5><b>Slot </b>ring; <b>Price </b>44,000 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This ring continually protects the wearer from damage from one type of energy-acid, cold, electricity, fire, or sonic (chosen by the creator of the item; determine randomly if found as part of a treasure hoard). Each time the wearer would normally take such damage, subtract the ring's resistance value from the damage dealt. A <i>greater ring of energy resistance</i> grants 30 points of resistance.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Forge Ring, <i>resist energy</i>; <b>Cost </b>22,000 gp</h5></div>",,0,0,1,0,0,0,0,0,0,moderate,0,44000,22000,,,Ring of Energy Resistance greater,494,0,0,0,0,,0
Spartoi Seeds,strong conjuration,varies,none,"3,300 gp",-,"Spartoi seeds appear as teeth stained by ash. The teeth themselves typically take the form of tiny dragon teeth, though some appear to come from a serpent, wolf, or human. When a tooth is cast upon the earth as a standard action, a spartolos under the user's command erupts on the following round. The spartolos lasts for 1 hour or until destroyed. A spartolos's equipment vanishes if its owner is destroyed or after an hour. These seeds are typically found in simple pouches of leather or velvet containing 2d4 teeth. Up to six seeds can be sown by a single standard action.","Craft Wondrous Item, create undead","1,650 gp",Wondrous Item,AP 28,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Spartoi Seeds</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>strong conjuration; <b>CL </b>varies</h5><h5><b>Slot </b>none; <b>Price </b>3,300 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p><i>Spartoi seeds</i> appear as teeth stained by ash. The teeth themselves typically take the form of tiny dragon teeth, though some appear to come from a serpent, wolf, or human. When a tooth is cast upon the earth as a standard action, a spartolos under the user's command erupts on the following round. The spartolos lasts for 1 hour or until destroyed. A spartolos's equipment vanishes if its owner is destroyed or after an hour. These seeds are typically found in simple pouches of leather or velvet containing 2d4 teeth. Up to six seeds can be sown by a single standard action.</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>create undead</i>; <b>Cost </b>1,650 gp</h5></div>",,0,0,0,0,0,0,0,0,0,NULL,NULL,3300,1650,,,NULL,499,0,0,0,0,,0
amber spindle ioun stone,moderate abjuration,12,none,"10,000 gp",-,This stone grants you a +1 resistance bonus on saving throws. The bonuses from multiple amber spindles stack (up to a maximum of a +5 resistance bonus to saving throws).,"Craft Wondrous Item, resistance, creator must be 12th level","5,000 gp",Wondrous Item,Seekers of Secrets,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Ioun Stone amber spindle</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate abjuration; <b>CL </b>12th</h5><h5><b>Slot </b>none; <b>Price </b>10,000 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This stone grants you a +1 resistance bonus on saving throws. The bonuses from multiple <i>amber spindles</i> stack (up to a maximum of a +5 resistance bonus to saving throws).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>resistance</i>, creator must be 12th level; <b>Cost </b>5,000 gp</h5></div>",,0,0,0,0,0,0,0,0,0,NULL,NULL,10000,5000,,,NULL,500,0,0,0,0,,0
Ioun Stone crimson sphere,moderate transmutation,12,none,"24,000 gp",-,This stone grants you a +2 enhancement bonus to Intelligence. The bonuses from multiple crimson spheres stack (up to a maximum of a +6 enhancement bonus to Intelligence).,"Craft Wondrous Item, fox's cunning, creator must be 12th level","12,000 gp",Wondrous Item,Seekers of Secrets,,,,,,,,,,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Ioun Stone crimson sphere</p><div style=""clear: both;""></div></div><div><h5><b>Aura </b>moderate transmutation; <b>CL </b>12th</h5><h5><b>Slot </b>none; <b>Price </b>24,000 gp; <b>Weight </b>-</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This stone grants you a +2 enhancement bonus to Intelligence. The bonuses from multiple <i>crimson spheres</i> stack (up to a maximum of a +6 enhancement bonus to Intelligence).</p></h4></div><hr/><div><h5><b>CONSTRUCTION</b></h5></div><hr/><div><h5><b>Requirements </b>Craft Wondrous Item, <i>fox's cunning</i>, creator must be 12th level; <b>Cost </b>12,000 gp</h5></div>",,0,0,0,0,0,0,0,0,0,NULL,NULL,24000,12000,,,NULL,501,0,0,0,0,,0
